Actor1CountryCode,Actor2CountryCode,AlternateGoldsteinScale,SQLDATE,QuadClass,GoldsteinScale,NumArticles,AvgTone,Actor1Geo_Lat,Actor2Geo_Lat,Actor1Geo_Long,Actor2Geo_Long,NumberOfRowsBetweenCountries
PRK,DOM,8.0,19840711,1,8.0,2,2.27272727272727,19.0,19.0,-70.6667,-70.6667,1
PRK,DZA,2.8,19840804,1,2.8,9,6.66666666666667,28.0,28.0,3.0,3.0,2
PRK,EGY,4.138461538461539,19840901,1,4.633333333333334,39,3.2163146699279284,32.023133333333334,30.019899999999996,62.335,46.37583333333333,6
PRK,ESP,-5.0,19840613,4,-5.0,7,1.53846153846154,39.0194,40.0,125.755,-4.0,2
PRK,ETH,5.5,19841022,2,4.9818181818181815,64,4.581084502996349,18.178478181818182,6.921210909090909,61.426,31.345454545454547,11
PRK,EUR,-1.6285714285714288,19840701,3,-1.025,21,5.024072270907713,33.8441,32.8441,-11.737499999999997,105.7625,4
PRK,FIN,-0.2742857142857143,19840820,4,-1.0142857142857142,35,4.134050880626223,41.00277142857143,50.57142857142857,79.82214285714285,36.714285714285715,7
PRK,FRA,2.925287356321839,19841221,4,2.525,87,4.396594344405655,39.34642,43.433125000000004,83.8964425,35.9485495,20
PRK,GBR,1.3714285714285714,19840608,4,-2.066666666666667,14,4.426796887905783,39.4137,53.166666666666664,126.75966666666666,-1.3722223333333332,3
PRK,GIN,1.7318181818181817,19841021,1,1.7666666666666666,66,4.82998238861396,7.333333333333333,7.333333333333333,-6.666666666666667,-6.666666666666667,9
PRK,GNB,3.5,19840216,1,3.5,9,10.8108108108108,-6.0,12.0,35.0,-15.0,1
PRK,GNQ,2.395,19841026,1,2.26,20,4.22659572439308,13.953879999999998,-8.83612,60.307666,18.792346,5
PRK,GUY,5.276470588235293,19840706,2,4.416666666666667,51,5.095432798819918,21.25,10.0,33.541666666666664,-18.166666666666668,12
PRK,HUN,2.4571428571428573,19841106,2,3.1375,63,4.977763963621072,35.375,35.375,14.770825,14.770825,8
PRK,IDN,1.7578947368421052,19841031,1,1.8999999999999997,19,6.171735241502669,19.3398,-0.16666666666666666,111.91833333333334,115.0,6
PRK,IND,2.7230769230769227,19841105,1,2.1999999999999997,39,7.6016198044267895,22.866666666666664,20.96666666666667,72.56666666666666,64.26666666666667,6
PRK,IRN,0.64,19841228,4,0.5000000000000001,40,3.8677571387965943,38.546883333333334,34.1875,110.48681666666666,52.133633333333336,12
PRK,ISR,1.1047619047619048,19840611,3,2.675,21,7.792683509362588,36.94235,31.566675,105.60125,34.870824999999996,8
PRK,JAM,3.5,19840409,1,3.5,9,17.6470588235294,18.25,18.25,-77.5,-77.5,1
PRK,JPN,-0.37197278911564624,19841220,4,-0.3625,735,5.745725606373535,37.12841369047619,35.04429464285714,118.83130357142856,126.06367619047619,168
PRK,KHM,1.5772727272727274,19840601,1,2.0444444444444443,44,7.564410415430871,31.79286666666666,20.22868888888889,109.47611111111111,100.25166666666667,9
PRK,KOR,1.3555812608444189,19841227,4,1.1052763819095477,1729,5.239972465031427,36.37867738693467,35.63105,113.4877457286432,109.08887010050252,398
PRK,LAO,0.8142857142857142,19840807,1,0.95,7,2.5,29.0,18.0,116.0,105.0,2
PRK,LKA,3.0,19841007,1,3.0,9,9.34579439252336,7.0,7.0,81.0,81.0,1
PRK,MDV,0.9500000000000001,19840721,1,0.95,18,3.125,3.25,3.25,73.0,73.0,4
PRK,MKD,2.8,19840322,1,2.8,5,1.55038759689922,44.8186,42.0,20.4681,21.4333,1
PRK,MLI,2.8000000000000003,19840817,1,2.8,19,7.01754385964912,8.5,8.5,-2.0,-2.0,2
PRK,MLT,3.6127906976744186,19840830,1,3.5555555555555554,86,5.149482975412497,33.01193333333334,32.68137777777778,14.399444444444445,13.829066666666666,18
PRK,MMR,-6.75206611570248,19841031,4,-4.827027027027027,121,4.768552162181332,37.01365675675676,22.012424324324325,123.58890000000001,102.44224054054054,37
PRK,MNG,2.54,19841126,1,2.4799999999999995,20,10.941176470588236,46.0,46.0,105.0,105.0,5
PRK,MOZ,3.4523809523809526,19841219,1,3.861538461538461,63,3.30351870175061,2.6006669230769224,-12.760919999999999,52.95636923076923,23.542923076923078,13
PRK,MYS,2.8,19840730,1,2.8,9,8.82352941176471,2.5,2.5,112.5,112.5,2
PRK,NAM,3.4000000000000004,19840815,1,3.4,9,7.4803149606299195,-11.0,-11.0,8.5,8.5,2
PRK,NER,3.5,19840415,1,3.5,9,15.7894736842105,16.0,16.0,8.0,8.0,1
PRK,NGA,3.02258064516129,19841024,1,3.5200000000000005,31,4.88420181968569,18.8,6.581224000000001,54.2,4.558332,5
PRK,NIC,1.9099999999999997,19840620,3,1.7,40,5.587577885264732,31.51115,17.143758333333334,46.12716666666666,-68.65751666666667,12
PRK,PER,1.9,19840428,1,1.9,2,9.75609756097561,-10.0,-10.0,-76.0,-76.0,1
PRK,POL,3.3980519480519478,19841215,1,3.558333333333333,154,5.1556408342154265,36.99142083333333,40.916666666666664,42.240883333333336,23.8125,24
PRK,PRK,1.9682559598494351,19841231,4,1.5257731958762886,797,5.599939040423875,35.09267644329897,35.078827474226806,103.88701355670104,101.9399125257732,194
PRK,PRT,2.1624999999999996,19840404,1,2.2,16,4.0,38.7167,38.7167,-9.13333,-9.13333,2
PRK,PSE,2.8774193548387093,19840510,1,2.933333333333333,31,5.836645879987766,35.11973333333333,28.05173333333333,112.33555555555556,63.61913333333334,9
PRK,RUS,2.1988165680473375,19841217,4,2.294318181818182,338,5.3640928698861945,43.126310227272725,51.821757954545454,94.14945454545455,60.024086363636364,88
PRK,SEA,2.7999999999999994,19840602,1,2.8,3,3.44827586206897,39.0194,39.0194,125.755,125.755,1
PRK,SEN,8.0,19841227,1,8.0,9,13.1147540983607,14.7367,14.7367,-17.6339,-17.6339,1
