Actor1CountryCode,Actor2CountryCode,Actor1CountryCode,Actor2CountryCode,AlternateGoldsteinScale,SQLDATE,Material Cooperation,Verbal Cooperation,Verbal Conflict,Material Conflict,GoldsteinScale,NumArticles,AvgTone,Actor1Geo_Lat,Actor2Geo_Lat,Actor1Geo_Long,Actor2Geo_Long,NumberOfRowsBetweenCountries
AFG,AFG,AFG,AFG,-1.44436754176611,19801231,0.0847457627118644,0.487673343605547,0.13097072419106318,0.2966101694915254,-1.442758089368259,4190,4.4699647558456395,34.73243713405239,34.95463597842835,63.16320291987673,62.35297194144838,1298
AFG,AFR,AFG,AFR,1.1400000000000001,19800927,0.0,0.2857142857142857,0.0,0.7142857142857143,-3.942857142857143,30,3.2687327710752996,35.89762857142857,31.276885714285715,57.02618571428572,54.770628571428574,7
AFG,AGO,AFG,AGO,0.8482758620689654,19801120,0.0,0.6,0.4,0.0,0.43999999999999995,29,5.031645569620254,31.557119999999998,-0.59666,48.19644,24.93666,5
AFG,ALB,AFG,ALB,0.0,19800106,0.0,1.0,0.0,0.0,0.0,6,1.61290322580645,46.5,41.0,82.5,20.0,2
AFG,ARE,AFG,ARE,-0.9600000000000001,19800618,0.0,0.5,0.5,0.0,0.22499999999999998,15,5.765400464919697,46.5,37.616675,82.5,71.09167500000001,4
AFG,ARG,AFG,ARG,1.75,19800702,0.5,0.0,0.5,0.0,4.0,16,2.9654654654654675,16.5,23.25,32.5,41.25,4
AFG,AUS,AFG,AUS,-0.044827586206896516,19800411,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.2222222222222222,-0.3333333333333333,29,5.21082436039634,19.505566666666667,-14.979633333333332,59.50554444444444,79.21855555555555,9
AFG,AUT,AFG,AUT,-2.3272727272727276,19800121,0.0,0.2,0.8,0.0,-2.12,11,4.0571487874909185,32.133320000000005,34.11998,31.333320000000004,23.43998,5
AFG,BEL,AFG,BEL,1.0,19800115,0.0,1.0,0.0,0.0,1.0,2,6.37119113573407,33.0,50.8333,65.0,4.33333,1
AFG,BGD,AFG,BGD,-0.18438818565400844,19801209,0.0,0.6136363636363636,0.38636363636363635,0.0,0.1909090909090909,237,3.8993531171459765,24.81462727272727,23.1457,53.14175909090909,59.62061818181819,44
