Actor1CountryCode,Actor2CountryCode,Actor1CountryCode,Actor2CountryCode,AlternateGoldsteinScale,SQLDATE,QuadClass,GoldsteinScale,NumArticles,AvgTone,Actor1Geo_Lat,Actor2Geo_Lat,Actor1Geo_Long,Actor2Geo_Long,NumberOfRowsBetweenCountries
ABW,ABW,ABW,ABW,2.2239999999999998,19991212,4,1.02,25,5.824175211172114,12.5167,12.5167,-70.0333,-70.0333,5
ABW,CUB,ABW,CUB,0.9124999999999999,19991118,4,-0.30000000000000004,16,7.341619937435048,12.5167,23.1335,-70.0333,-82.3642,4
ABW,NLD,ABW,NLD,7.4799999999999995,19991122,2,6.279999999999999,20,5.595721312570577,19.783334,27.659774,-56.75001999999999,-40.92268,5
ABW,USA,ABW,USA,1.3852941176470588,19991110,3,1.2999999999999998,34,4.8798568744740995,18.36743333333333,28.053733333333334,-71.54514444444445,-59.26427777777778,9
ABW,VAT,ABW,VAT,1.0,19991217,1,1.0,3,3.56828193832599,12.5,27.98455,-69.9667,-30.734560000000002,2
AFG,AFG,AFG,AFG,0.25839285714285715,19991231,4,-0.07862513426423202,3360,4.919231057137595,33.65637078410312,33.52959742212674,61.94732398818475,62.55230619334049,931
AFG,AFR,AFG,AFR,-9.534883720930232,19991113,4,-7.142857142857143,43,4.257504203555926,37.29721428571429,29.2965,21.382785714285717,-40.81648571428571,7
AFG,AGO,AFG,AGO,-4.4,19990722,3,-4.4,30,4.037663004563847,12.375,1.0,49.875,38.25,4
AFG,ALB,AFG,ALB,-0.5,19990308,4,-0.5,4,5.543926695204835,38.109025,41.0,44.549549999999996,20.0,4
AFG,ARE,AFG,ARE,2.324734042553191,19991231,4,1.986363636363636,376,4.531776078987744,30.793062499999998,27.891567045454543,64.9559625,62.12158068181818,88
AFG,ARM,AFG,ARM,5.285714285714286,19991014,4,3.0,7,6.873963901154237,35.3937,38.70406666666667,58.1712,46.84733333333333,3
AFG,AUS,AFG,AUS,2.26969696969697,19991229,1,2.275,33,4.208505058074185,27.766662500000002,-30.931224999999998,71.72505000000001,150.37325,8
AFG,AUT,AFG,AUT,3.1512195121951216,19991227,3,2.8000000000000003,41,5.4406969356784876,34.45965714285715,49.19521428571429,60.10950714285714,9.695228571428572,14
AFG,AZE,AFG,AZE,1.8999999999999997,19990308,1,1.8999999999999997,13,2.8071104455550233,35.975500000000004,38.475500000000004,60.98383333333334,55.1505,3
AFG,BEL,AFG,BEL,4.0,19991021,1,4.0,28,5.549838034822515,34.8782,50.8333,65.9486,4.0,4
AFG,BGD,AFG,BGD,-3.4,19990727,4,-4.5,10,2.52315024281362,33.0,23.86155,65.0,90.2043,2
AFG,BGR,AFG,BGR,1.0,19990216,1,1.0,4,5.90909090909091,37.84165,42.6833,44.15835,23.3167,2
AFG,BHR,AFG,BHR,1.0,19990921,1,1.0,9,4.7112462006079,33.0,26.0,65.0,50.55,2
AFG,CAN,AFG,CAN,2.1769230769230767,19991225,1,2.125,13,6.165906111174753,25.887525,44.291675,51.887475,-72.125,4
AFG,CHE,AFG,CHE,3.252,19990930,3,3.23125,75,6.714043580010076,35.31549375,44.8439375,60.132262499999996,24.01887,16
AFG,CHN,AFG,CHN,0.2139784946236559,19991228,4,1.5530612244897959,186,5.9003102087877055,33.90509387755102,34.62432244897959,73.9964081632653,93.52063469387754,49
AFG,COG,AFG,COG,-4.400000000000001,19990722,3,-4.4,30,3.8900950184681298,10.25,13.125,41.75,40.875,4
AFG,COL,AFG,COL,-10.0,19990825,4,-10.0,15,5.750749623847867,18.333333333333332,11.333333333333334,58.666666666666664,-4.0,3
AFG,CUB,AFG,CUB,0.0,19990326,1,0.0,5,6.01851851851852,34.5167,21.5,69.1833,-80.0,1
AFG,CYP,AFG,CYP,3.3369565217391304,19991210,1,3.4181818181818184,138,6.395199853393786,33.84715454545454,34.81061818181818,56.8937909090909,39.002872727272724,22
AFG,CZE,AFG,CZE,-0.476923076923077,19990713,4,0.6,13,2.788987534750246,33.0,44.08676666666667,65.0,31.719666666666665,3
AFG,DEU,AFG,DEU,2.0727272727272723,19991231,4,1.9149999999999998,66,6.212516312639788,37.34841,45.57233,52.296580000000006,27.448535,20
AFG,DNK,AFG,DNK,2.8,19990513,1,2.8,2,4.40835266821346,34.5167,56.0,69.1833,10.0,1
AFG,DZA,AFG,DZA,0.7135135135135133,19991224,4,-0.12941176470588242,37,6.037544300616622,31.362764705882356,27.548029411764706,56.343117647058826,5.219161176470588,17
