Actor1CountryCode,Actor2CountryCode,Actor1CountryCode,Actor2CountryCode,AlternateGoldsteinScale,SQLDATE,Material Cooperation,Verbal Cooperation,Verbal Conflict,Material Conflict,GoldsteinScale,NumArticles,AvgTone,Actor1Geo_Lat,Actor2Geo_Lat,Actor1Geo_Long,Actor2Geo_Long,NumberOfRowsBetweenCountries
ABW,ABW,ABW,ABW,3.4499999999999997,20020717,0.0,1.0,0.0,0.0,3.175,18,4.4733112895607,22.475025000000002,22.475025000000002,-51.295807499999995,-51.295807499999995,4
ABW,BHR,ABW,BHR,1.8999999999999997,20021024,0.0,1.0,0.0,0.0,1.9,6,4.84304932735426,12.5,26.2361,-69.9667,50.5831,1
ABW,BRA,ABW,BRA,1.8999999999999997,20020701,0.0,1.0,0.0,0.0,1.9,6,6.33333333333333,26.407,8.707,-72.2378,-58.8711,2
ABW,GBR,ABW,GBR,1.9000000000000001,20020701,0.0,1.0,0.0,0.0,1.9,6,6.33333333333333,-5.199999999999999,14.3,-56.6,-21.6749835,2
ABW,NLD,ABW,NLD,2.635,20020821,0.0,0.92,0.0,0.08,2.464,60,6.5629709096847755,15.996328,36.263956,-64.1888892,-18.0745836,25
ABW,SUR,ABW,SUR,3.4,20020706,0.0,1.0,0.0,0.0,3.4,3,5.47667342799189,12.5,8.25,-69.9667,-62.98335,2
ABW,USA,ABW,USA,2.92,20021119,0.0,1.0,0.0,0.0,3.014285714285714,30,5.353012177272023,19.017042857142858,21.822542857142857,-58.79054714285714,-62.56204714285714,7
ABW,WAF,ABW,WAF,2.7999999999999994,20020717,0.0,1.0,0.0,0.0,2.7999999999999994,12,2.93759512937595,10.511133333333333,10.511133333333333,-49.855533333333334,-49.855533333333334,3
AFG,AFG,AFG,AFG,0.38077441300554415,20021231,0.11186179765671769,0.6214829385102197,0.08355426323441376,0.18310100059864876,0.39952108098862565,45273,4.963529234530419,34.5084830120585,34.51951538441803,60.2373461057898,59.90126807209442,11693
AFG,AFR,AFG,AFR,1.298550724637681,20021203,0.26666666666666666,0.4666666666666667,0.13333333333333333,0.13333333333333333,1.9533333333333331,69,6.6311507393172855,33.682300000000005,28.330993333333332,66.43128666666667,60.18121533333333,15
AFG,ALB,AFG,ALB,5.157272727272727,20021128,0.4782608695652174,0.4782608695652174,0.0,0.043478260869565216,4.978260869565218,110,4.656657079723907,33.98915217391304,40.64982173913044,67.72823913043479,24.1587,23
AFG,ARE,AFG,ARE,2.705533596837945,20021206,0.06493506493506493,0.8766233766233766,0.0,0.05844155844155844,2.8025974025974025,506,5.6030356073862215,34.11957207792208,27.898967272727273,57.60338590909091,57.089520779220784,154
AFG,ARG,AFG,ARG,2.2461538461538457,20021117,0.0,1.0,0.0,0.0,1.9,13,4.606639485699455,33.75835,-0.03539999999999921,67.09165,5.255400000000002,4
AFG,ARM,AFG,ARM,-6.416666666666667,20020628,0.0,0.25,0.0,0.75,-5.2,24,4.65314984434694,34.795275000000004,40.1811,59.8784,44.5136,4
AFG,ASA,AFG,ASA,2.9,20021013,0.0,1.0,0.0,0.0,3.0900000000000003,116,5.1406865004329365,35.42257666666667,35.374496666666666,65.82307333333333,66.46416,30
AFG,AUS,AFG,AUS,0.7609848484848484,20021231,0.10454545454545454,0.5545454545454546,0.18181818181818182,0.1590909090909091,0.4036363636363636,792,4.74466582543239,23.05800572727273,-14.592650999999998,72.85587817727273,117.25064787727274,220
AFG,AUT,AFG,AUT,3.482967032967033,20021213,0.11864406779661017,0.847457627118644,0.01694915254237288,0.01694915254237288,3.364406779661017,182,5.108183854068443,37.168169491525425,44.04079322033898,55.66795186440678,26.178679644067795,59
AFG,AZE,AFG,AZE,3.2443181818181817,20021120,0.045454545454545456,0.9545454545454546,0.0,0.0,2.577272727272727,88,5.597208213469124,29.544163636363635,33.43323636363636,75.61317272727273,64.24777272727273,22
AFG,BEL,AFG,BEL,1.7054545454545453,20021202,0.140625,0.53125,0.03125,0.296875,1.1046875,220,4.832788310147458,37.2675921875,46.164995312500004,53.679833125,15.388364421875,64
AFG,BGD,AFG,BGD,1.091385767790262,20021214,0.05454545454545454,0.6909090909090909,0.18181818181818182,0.07272727272727272,0.3527272727272727,267,5.591663586437227,32.57536,28.29888,63.93309878181818,76.33254241818182,55
AFG,BGR,AFG,BGR,4.068705035971223,20021023,0.12751677852348994,0.8523489932885906,0.020134228187919462,0.0,4.036241610738255,556,6.353075166373707,36.16075234899329,40.41925919463087,57.2730288590604,32.83885906040268,149
AFG,BHR,AFG,BHR,-0.42269503546099296,20021101,0.0,0.6486486486486487,0.0,0.35135135135135137,-0.06756756756756759,141,4.293093977337066,32.004935135135135,27.25066216216216,56.45212702702703,49.59827837837838,37
