Actor1CountryCode,Actor2CountryCode,Actor1CountryCode,Actor2CountryCode,AlternateGoldsteinScale,SQLDATE,QuadClass,GoldsteinScale,NumArticles,AvgTone,Actor1Geo_Lat,Actor2Geo_Lat,Actor1Geo_Long,Actor2Geo_Long,NumberOfRowsBetweenCountries
ABW,ABW,ABW,ABW,-1.6511691884456672,20081119,4,-1.1944444444444444,727,3.3276593054322268,28.59096851851852,31.611872222222225,-44.82257185185185,-39.25685185185185,54
ABW,BHS,ABW,BHS,2.3499999999999996,20080117,1,2.26,18,8.0,15.00666,20.03998,-71.45336,-74.40668000000001,5
ABW,BOL,ABW,BOL,0.0,20081224,1,0.0,8,1.66564708204209,12.5167,12.504175,-70.0333,-69.98335,4
ABW,BRA,ABW,BRA,1.0,20081002,1,1.0,9,0.4767453386865337,7.855566666666667,7.855566666666667,-62.82776666666666,-62.82776666666666,3
ABW,COL,ABW,COL,0.0,20080508,1,0.0,4,1.18043844856661,12.5167,26.95,-70.0333,-102.017,1
ABW,CRI,ABW,CRI,2.0124999999999997,20080327,1,2.3499999999999996,16,9.18079096045198,11.25,10.625,-76.98335,-80.491675,4
ABW,CUB,ABW,CUB,2.8857142857142852,20080730,1,3.0,21,4.93951444828216,13.797233333333333,21.605483333333336,-71.16666666666667,-78.87845,6
ABW,CYM,ABW,CYM,2.221428571428571,20080117,1,2.3499999999999996,14,8.0,12.5,19.5,-69.9667,-80.5,2
ABW,DEU,ABW,DEU,1.9,20080307,1,1.8999999999999997,13,0.03367003367003366,25.6966,25.6966,-45.17980666666667,-45.17980666666667,3
ABW,DMA,ABW,DMA,1.8999999999999997,20081118,1,1.9,9,6.15058324496288,38.0,38.0,-97.0,-97.0,1
ABW,DOM,ABW,DOM,0.0,20081230,1,0.0,2,1.6260162601626,15.75835,19.0,-70.35,-70.6667,2
ABW,ESP,ABW,ESP,-0.9280000000000002,20081120,4,-0.6285714285714287,25,2.3139500740774865,12.511928571428571,27.66014285714286,-70.01427142857143,-38.15315142857143,7
ABW,GBR,ABW,GBR,-2.4625000000000004,20080522,4,-3.3,16,3.85770385770386,12.5167,12.5167,-70.0333,-70.0333,2
ABW,HTI,ABW,HTI,1.9,20081015,1,1.9,1,4.32,12.5,12.5,-69.9667,-69.9667,1
ABW,IRQ,ABW,IRQ,-2.0,20080926,3,-2.0,5,4.7569803516029,17.878700000000002,25.313025,-41.4386,-41.829775000000005,4
ABW,JAM,ABW,JAM,2.3499999999999996,20080117,1,2.3499999999999996,18,8.0,12.5,18.25,-69.9667,-77.5,2
ABW,KNA,ABW,KNA,2.5149999999999997,20081128,1,2.9,20,7.257890685142416,12.5,18.6111,-69.9667,-74.9389,6
ABW,LCA,ABW,LCA,2.221428571428571,20080117,1,2.3499999999999996,14,8.0,12.5,18.25,-69.9667,-77.5,2
