Actor1CountryCode,Actor2CountryCode,Actor1CountryCode,Actor2CountryCode,AlternateGoldsteinScale,SQLDATE,Material Cooperation,Verbal Cooperation,Verbal Conflict,Material Conflict,GoldsteinScale,NumArticles,AvgTone,Actor1Geo_Lat,Actor2Geo_Lat,Actor1Geo_Long,Actor2Geo_Long,NumberOfRowsBetweenCountries
ABW,AFR,ABW,AFR,2.8,20030509,0.0,1.0,0.0,0.0,2.8,2,10.2112676056338,12.5167,-29.4904,-70.0333,26.8884,1
ABW,MCO,ABW,MCO,-10.0,20030425,0.0,0.0,0.0,1.0,-10.0,8,4.50526315789474,28.11965,43.7393,-31.269660000000002,7.42738,2
ABW,NLD,ABW,NLD,2.0,20030312,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,12,2.999836234325285,21.778766666666666,25.561133333333334,-76.31186666666667,-44.36111,3
ABW,USA,ABW,USA,-2.0,20031119,0.0,0.0,1.0,0.0,-2.0,2,8.09128630705394,12.5167,12.5167,-70.0333,-70.0333,1
ABW,VEN,ABW,VEN,1.3818181818181816,20030128,0.0,0.4,0.0,0.6,-1.8800000000000001,22,5.96715009610344,11.12836,11.12836,-68.80902,-68.80902,5
AFG,AFG,AFG,AFG,-1.053456319669504,20031231,0.08776091081593927,0.5329696394686907,0.11037318153067678,0.26889626818469325,-0.9788425047438329,56158,4.487828207025014,34.30441114800759,34.26839440464896,60.663919681846934,60.50280970722643,12648
AFG,AFR,AFG,AFR,1.5699999999999998,20031229,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.25714285714285723,20,6.38142162677613,32.936142857142855,1.7000000000000008,65.3519857142857,19.0357,7
AFG,AGO,AFG,AGO,7.0,20031112,1.0,0.0,0.0,0.0,7.0,4,12.3893805309735,33.0,-12.5,65.0,18.5,1
AFG,ALB,AFG,ALB,3.5641509433962266,20030819,0.2,0.8,0.0,0.0,3.81,53,8.146131902301047,37.189569999999996,40.60158,51.255700000000004,24.769560000000002,10
AFG,ARE,AFG,ARE,2.5430809399477807,20031229,0.08080808080808081,0.8585858585858586,0.04040404040404041,0.020202020202020204,2.202020202020202,383,4.715467294426374,33.48569797979798,30.22880202020202,57.438480131313135,58.26178417171717,99
AFG,ARG,AFG,ARG,5.842105263157895,20031105,0.75,0.25,0.0,0.0,6.625,19,4.5536444637472036,17.5596,-21.621125,34.63195,-43.63065,8
AFG,ARM,AFG,ARM,2.3846153846153846,20031205,0.0,1.0,0.0,0.0,3.0,13,6.03231065658811,40.011833333333335,40.06036666666667,36.74746666666667,44.83786666666666,3
AFG,ASA,AFG,ASA,2.44,20031209,0.0,1.0,0.0,0.0,2.6222222222222222,50,4.861579091292465,36.023177777777775,36.42337777777778,58.75105555555555,58.327011111111105,9
AFG,AUS,AFG,AUS,0.9394004282655246,20031231,0.22302158273381295,0.4028776978417266,0.05755395683453238,0.31654676258992803,0.3848920863309352,467,4.900690646726219,20.40714820143885,-18.10071438848921,73.62213237410072,122.57944892086333,139
AFG,AUT,AFG,AUT,1.7921052631578946,20030903,0.0,1.0,0.0,0.0,1.383333333333333,38,5.716501530766173,40.56388333333334,47.76665,40.36943333333333,14.85,6
AFG,AZE,AFG,AZE,2.7323529411764707,20031205,0.05,0.85,0.1,0.0,2.2875,204,4.633195311282975,35.586380000000005,39.5732175,61.592510000000004,52.756622500000006,40
AFG,BDI,AFG,BDI,-2.0,20031123,0.0,0.0,1.0,0.0,-2.0,3,4.96215306980656,33.0,-1.25,65.0,34.0,2
AFG,BEL,AFG,BEL,2.2473926380368097,20031223,0.08633093525179857,0.7194244604316546,0.18705035971223022,0.007194244604316547,1.5539568345323742,652,4.911443139724836,37.38027697841727,47.37608992805755,54.957047625899285,17.0288509352518,139
