Country Name,Max Latitude,Min Latitude,Max Longitude,Min Longitude,Country Code
Tajikistan,0.6253407192473402,0.7825343859363554,0.7016844980651036,0.7137827542421795,TJK
Thailand,0.4444737536270113,0.5298282737853015,0.7884418392897792,0.8003867020662591,THA
Timor-Leste,0.1931768222984261,0.406689997558395,0.8501593444115638,0.8774096733233292,TLS
Togo,0.3625252791699639,0.5336534548710018,0.4928864101980423,0.5189599445919428,TGO
Trinidad and Tobago,0.3644596852193792,0.5657198665255961,0.3156157523332574,0.3407306937550503,TTO
Tunisia,0.5930713092411852,0.7300398795474892,0.5207147735033006,0.5410365924044789,TUN
Turkey,0.6348368943990153,0.77553511841784,0.6153255178693375,0.5935010966177999,TUR
Turkmenistan,0.6409038951903632,0.7700008138683161,0.6774698383792397,0.670783793143253,TKM
Uganda,0.3017673437087839,0.4719622365101326,0.5874402458456636,0.6047269998845667,UGA
Ukraine,0.7251384858876286,0.851957353300236,0.6020942408376962,0.5833140944245643,UKR
United Arab Emirates,0.4938890354348017,0.6681045006917881,0.6482472114727976,0.6682731155488861,ARE
United Kingdom,0.7997010463378177,0.0,0.6940871841566127,0.1421274385316865,GBR
United Republic of Tanzania,0.2559570913567221,0.3883779604459998,0.6028909628955156,0.6040921158951865,TZA
United States of America,0.8923766816143498,0.3669732237324,0.9993740040974276,0.0024818192312132,USA
Uruguay,0.0,0.1993977374460812,0.3367004325062599,0.3508022624956713,URY
Uzbekistan,0.6253407192473402,0.7866851143484983,0.6959651718643296,0.6809996536996422,UZB
Vanuatu,0.1498285412819836,0.3191991535769512,0.9712610972000908,1.0000000000000002,VUT
Venezuela (Bolivarian Republic of),0.4027081684691814,0.4892976316432001,0.3176075574778056,0.3076590095809766,VEN
Yemen,0.4317242592104106,0.5825669406689997,0.6430116093785567,0.6422428719843012,YEM
Zambia,0.192649257012222,0.3369414828680719,0.5836273617118142,0.5828812189772598,ZMB
Zimbabwe,0.1274070166183065,0.3017009847806625,0.5818347370817208,0.5922313286390397,ZWE
